"idx","AID","address"
31742,"A853129","5306 Ledesma Road in Austin (TX)"
31743,"A853132","107 Beaver St in Austin (TX)"
31744,"A853134","Travis (TX)"
31745,"A853140","Village West in Austin (TX)"
31746,"A853147","9609 Night Star in Travis (TX)"
31747,"A853149","East William Cannon And Ih 35 in Austin (TX)"
31748,"A853154","Austin (TX)"
31749,"A853155","1404 Tall Shadows Drive in Austin (TX)"
31750,"A853156","6705 Crystalbrook Drive in Austin (TX)"
31751,"A853158","Austin (TX)"
31752,"A853159","Austin (TX)"
31753,"A853160","5305 Tower Trail in Austin (TX)"
31754,"A853161","Johnny Morris Rd And Fm 969 in Austin (TX)"
31755,"A853164","Austin (TX)"
31756,"A853166","7005 Blessing Avenue in Austin (TX)"
31757,"A853167","4602 Atlantis in Travis (TX)"
31758,"A853177","Austin (TX)"
31759,"A853189","11000 Slaughter Creek Dr in Austin (TX)"
31760,"A853190","1881 Grove Blvd in Austin (TX)"
31761,"A853192","205 La Vista St in Austin (TX)"
31762,"A853198","1916 Gracy Farms in Austin (TX)"
31763,"A853207","Salina Street And East 13Th Street in Austin (TX)"
31764,"A853214","5708 Berriweather Drive in Austin (TX)"
31765,"A853219","9900 South Ih 35 in Austin (TX)"
31766,"A853220","American Mustang Loop in Manor (TX)"
31767,"A853228","Austin (TX)"
31768,"A853230","Highway 290 in Austin (TX)"
31769,"A853232","7301 Rr 620 in Austin (TX)"
31770,"A853232","5973 Hiline Road in Austin (TX)"
31771,"A853238","13937 Ashton Woods Circle in Austin (TX)"
31772,"A853244","Austin (TX)"
31773,"A853245","Austin (TX)"
31774,"A853252","Austin (TX)"
31775,"A853255","2800 South Ih 35 in Austin (TX)"
31776,"A853259","7201 Levander Loop in Austin (TX)"
31777,"A853259","Travis (TX)"
31778,"A853260","Austin (TX)"
31779,"A853262","Night Camp Drive And Long Day Drive in Austin (TX)"
31780,"A853263","North Lamar in Austin (TX)"
31781,"A853264","Jim Thorpe And Frate Barker in Austin (TX)"
31782,"A853279","4530 Chateau Village Way in Austin (TX)"
31783,"A853280","Wickersham Ln in Austin (TX)"
31784,"A853286","629 Dalton in Austin (TX)"
31785,"A853287","629 Dalton in Austin (TX)"
31786,"A853289","2601 Scofield Ridge in Austin (TX)"
31787,"A853291","1177 Lott Avenue in Austin (TX)"
31788,"A853292","8102 Conege Avenue in Austin (TX)"
31789,"A853293","Austin (TX)"
31790,"A853296","1900 Airport Commerce in Austin (TX)"
31791,"A853297","15408 Fernhill Drive in Austin (TX)"
31792,"A853308","Austin (TX)"
31793,"A853308","507 W 23Rd St in Austin (TX)"
31794,"A853308","Austin (TX)"
31795,"A853311","1912 East William Cannon in Austin (TX)"
31796,"A853312","14982 Swiss Drive in Travis (TX)"
31797,"A853313","2510 Onion Creek Parkway in Austin (TX)"
31798,"A853314","Shadywood Drive And Blackberry Drive in Austin (TX)"
31799,"A853315","Shadywood Drive And Blackberry Drive in Austin (TX)"
31800,"A853316","3811 East 12Th Street in Austin (TX)"
31801,"A853317","Austin (TX)"
31802,"A853318","12600 Paloma Blanca Way in Travis (TX)"
31803,"A853337","15310 Fagerquist in Travis (TX)"
31804,"A853337","Austin (TX)"
31805,"A853339","8107 Medrano Path in Travis (TX)"
31806,"A853342","1142 Gunter in Austin (TX)"
31807,"A853343","11441 N Ih 35 Svrd Nb in Austin (TX)"
31808,"A853346","7201 Levander Loop in Austin (TX)"
31809,"A853347","12001 Metric Boulevard in Austin (TX)"
31810,"A853349","12001 Metric Boulevard in Austin (TX)"
31811,"A853350","12001 Metric Boulevard in Austin (TX)"
31812,"A853352","9345 East Highway 290 in Austin (TX)"
31813,"A853353","Austin (TX)"
31814,"A853362","4800 East Stassney in Austin (TX)"
31815,"A853363","509 East Burton Street in Manor (TX)"
31816,"A853365","6201 Sneed Cove in Austin (TX)"
31817,"A853368","Austin (TX)"
31818,"A853369","Austin (TX)"
31819,"A853370","Austin (TX)"
31820,"A853374","Montopolis Road in Austin (TX)"
31821,"A853376","Festival Beach in Austin (TX)"
31822,"A853381","1718 Woodward in Austin (TX)"
31823,"A853384","Austin (TX)"
31824,"A853398","Mcangus in Travis (TX)"
31825,"A853401","6201 Caddie Street in Austin (TX)"
31826,"A853408","730 West Stassney in Austin (TX)"
31827,"A853412","12424 Research in Austin (TX)"
31828,"A853413","12424 Research in Austin (TX)"
31829,"A853414","12424 Research in Austin (TX)"
31830,"A853415","12424 Research in Austin (TX)"
31831,"A853416","Austin (TX)"
31832,"A853417","9916 Horizon Lane in Austin (TX)"
31833,"A853417","Austin (TX)"
31834,"A853424","Dittmar And South 1St Street in Austin (TX)"
31835,"A853425","Ohlen And Fairfield in Austin (TX)"
31836,"A853426","Ohlen And Fairfield in Austin (TX)"
31837,"A853428","11200 Harvest Time Cove in Austin (TX)"
31838,"A853431","4200 Clawson Road in Austin (TX)"
31839,"A853432","10248 Old Lockhart Rd in Travis (TX)"
31840,"A853432","Austin (TX)"
31841,"A853433","10248 Old Lockhart Rd in Travis (TX)"
31842,"A853434","306 Pecan Dr in Austin (TX)"
31843,"A853435","4200 Clawson Road in Austin (TX)"
31844,"A853436","4200 Clawson Road in Austin (TX)"
31845,"A853437","15009 Fagerquist Road in Travis (TX)"
31846,"A853438","4200 Clawson Road in Austin (TX)"
31847,"A853439","4200 Clawson Road in Austin (TX)"
31848,"A853440","4200 Clawson Road in Austin (TX)"
31849,"A853441","4200 Clawson Road in Austin (TX)"
31850,"A853444","Austin (TX)"
31851,"A853445","Austin (TX)"
31852,"A853446","Austin (TX)"
31853,"A853451","1500 Dale Drive in Austin (TX)"
31854,"A853452","1500 Dale Drive in Austin (TX)"
31855,"A853452","Austin (TX)"
31856,"A853453","1500 Dale Drive in Austin (TX)"
31857,"A853465","1511 Cripple Creek Drive in Austin (TX)"
31858,"A853471","4434 Frontier Trail in Austin (TX)"
31859,"A853472","4434 Frontier Trail in Austin (TX)"
31860,"A853476","13101 Tesla Road in Travis (TX)"
31861,"A853485","1810 Bitter Creek Dr in Austin (TX)"
31862,"A853486","1187 Oak Grove in Austin (TX)"
31863,"A853494","George Bush And Dwight Eisenhower Street in Travis (TX)"
31864,"A853495","2004 West Loop in Austin (TX)"
31865,"A853501","Austin (TX)"
31866,"A853516","4434 Frontier Trail in Austin (TX)"
31867,"A853519","4434 Frontier Trail in Austin (TX)"
31868,"A853521","4434 Frontier Trail in Austin (TX)"
31869,"A853523","4434 Frontier Trail in Austin (TX)"
31870,"A853524","4434 Frontier Trail in Austin (TX)"
31871,"A853531","7500 S Pleasant Valley Rd in Austin (TX)"
31872,"A853535","1156 Cesar Chavez St in Austin (TX)"
31873,"A853557","8500 Remington Ln in Austin (TX)"
31874,"A853559","4800 Gypsy Cove in Austin (TX)"
31875,"A853562","Austin (TX)"
31876,"A853563","9345 E Highway 290 in Austin (TX)"
31877,"A853564","8001 South Ih 35 Service Road in Austin (TX)"
31878,"A853579","9409 Quail Meadow Dr in Austin (TX)"
31879,"A853586","5811 Trade Center Drive in Austin (TX)"
31880,"A853597","Austin (TX)"
31881,"A853605","2302 Jenibeth Lane in Austin (TX)"
31882,"A853606","2612 Rio Mesa in Travis (TX)"
31883,"A853615","Rosewood Avenue in Austin (TX)"
31884,"A853616","Rosewood Avenue in Austin (TX)"
31885,"A853617","Slaughter And Menchaca in Austin (TX)"
31886,"A853621","6915 Horse Shoe Pond Drive in Travis (TX)"
31887,"A853628","401 Little Texas Lane in Austin (TX)"
31888,"A853629","1020 Grove Boulevard in Austin (TX)"
31889,"A853632","53Rd Street in Austin (TX)"
31890,"A853633","13100 Old Gregg Ln in Travis (TX)"
31891,"A853633","Austin (TX)"
31892,"A853634","13100 Old Gregg Ln in Travis (TX)"
31893,"A853635","Austin (TX)"
31894,"A853635","5700 East Riverside Drive in Austin (TX)"
31895,"A853649","Travis (TX)"
31896,"A853659","Turnersville And Fm1327 in Travis (TX)"
31897,"A853660","Turnersville And Fm1327 in Travis (TX)"
31898,"A853661","Turnersville And Fm1327 in Travis (TX)"
31899,"A853662","Turnersville And Fm1327 in Travis (TX)"
31900,"A853664","5200 Avenue F in Austin (TX)"
31901,"A853672","Austin (TX)"
31902,"A853673","11101 Decker Lake Road in Austin (TX)"
31903,"A853674","1913 East William Cannon in Austin (TX)"
31904,"A853675","1913 East William Cannon in Austin (TX)"
31905,"A853682","Austin (TX)"
31906,"A853682","13813 Burnet Rd in Austin (TX)"
31907,"A853686","8111 Lazy Lane in Austin (TX)"
31908,"A853687","5808 Mckinney Falls Parkway in Austin (TX)"
31909,"A853688","Austin (TX)"
31910,"A853689","Austin (TX)"
31911,"A853690","Austin (TX)"
31912,"A853692","12006 Green Leaf Dr in Austin (TX)"
31913,"A853693","6200 Albony Sleigh Dr in Austin (TX)"
31914,"A853709","1214  W 5Th St in Austin (TX)"
31915,"A853713","6301 Ponca in Austin (TX)"
31916,"A853714","6301 Ponca in Austin (TX)"
31917,"A853716","8200 Brown Cemetery Road in Travis (TX)"
31918,"A853720","Georgian Drive And Deen Avenue in Austin (TX)"
31919,"A853722","1401 Westbury Trail in Austin (TX)"
31920,"A853727","2453 Bastrop Hwy in Travis (TX)"
31921,"A853732","Austin (TX)"
31922,"A853734","Austin (TX)"
31923,"A853735","Austin (TX)"
31924,"A853736","Austin (TX)"
31925,"A853737","Austin (TX)"
31926,"A853738","Austin (TX)"
31927,"A853739","Austin (TX)"
31928,"A853743","Austin (TX)"
31929,"A853746","19301 Eyerley Road in Travis (TX)"
31930,"A853749","Austin (TX)"
31931,"A853757","3305 Northland Dr in Austin (TX)"
31932,"A853762","1806 W Rundberg in Austin (TX)"
31933,"A853763","1201 Payton Gin Road in Austin (TX)"
31934,"A853766","Austin (TX)"
31935,"A853767","1901 E Cesar Chavez in Austin (TX)"
31936,"A853770","2101 East Ben White in Austin (TX)"
31937,"A853775","Montopolis in Austin (TX)"
31938,"A853776","Montopolis in Austin (TX)"
31939,"A853777","Montopolis in Austin (TX)"
31940,"A853778","Montopolis in Austin (TX)"
31941,"A853779","Montopolis in Austin (TX)"
31942,"A853780","Montopolis in Austin (TX)"
31943,"A853784","9400 Palmer Ln in Austin (TX)"
31944,"A853791","Austin (TX)"
31945,"A853793","Austin (TX)"
31946,"A853794","1101 Red Cliff Drive in Austin (TX)"
31947,"A853795","Austin (TX)"
31948,"A853796","Austin (TX)"
31949,"A853805","917 Walter Street in Austin (TX)"
31950,"A853812","5607 Williams Road in Travis (TX)"
31951,"A853813","Travis (TX)"
31952,"A853814","15510 Ranch Road 620 in Austin (TX)"
31953,"A853815","15806 Windermere Drive in Pflugerville (TX)"
31954,"A853816","15806 Windermere Drive in Pflugerville (TX)"
31955,"A853817","15806 Windermere Drive in Pflugerville (TX)"
31956,"A853830","1300 S Pleasant Valley Rd in Austin (TX)"
31957,"A853836","Burlseon And 183 in Austin (TX)"
31958,"A853841","Slaughter And 35 in Austin (TX)"
31959,"A853842","3005 Rogge Ln in Austin (TX)"
31960,"A853844","6103 Manor Road in Austin (TX)"
31961,"A853847","Austin (TX)"
31962,"A853853","720 Airport Blvd in Austin (TX)"
31963,"A853856","401 E 5Th in Austin (TX)"
31964,"A853857","7201 Levander Loop in Austin (TX)"
31965,"A853858","12229 Loma Vista Circle in Austin (TX)"
31966,"A853865","806 Maude St in Austin (TX)"
31967,"A853869","1806 W Rundberg in Austin (TX)"
31968,"A853870","1806 W Rundberg in Austin (TX)"
31969,"A853875","Azie Morton And Barton Springs Road in Austin (TX)"
31970,"A853876","1100 Reinli St in Austin (TX)"
31971,"A853876","1071 Clayton Lane in Austin (TX)"
31972,"A853877","1100 Reinli in Austin (TX)"
31973,"A853879","Austin (TX)"
31974,"A853880","9101 Hopeland Dr in Austin (TX)"
31975,"A853885","5300 N Ih 35 in Austin (TX)"
31976,"A853893","6318 Shadow Bend in Austin (TX)"
31977,"A853894","6318 Shadow Bend in Austin (TX)"
31978,"A853898","E St Johns And Bennett in Austin (TX)"
31979,"A853899","E Oltorf And Douglas St in Austin (TX)"
31980,"A853900","E Oltorf And Douglas St in Austin (TX)"
31981,"A853901","Harris Ridge And E Howard in Travis (TX)"
31982,"A853907","3702 Tamarack Trail in Austin (TX)"
31983,"A853918","8216 Georgie Trace Ave in Austin (TX)"
31984,"A853919","10711 Research Blvd Nb in Austin (TX)"
31985,"A853945","9308 South 1St Street in Austin (TX)"
31986,"A853946","3267 Bee Caves Rd in Austin (TX)"
31987,"A853947","5705 Brook Valley Dr in Austin (TX)"
31988,"A853960","1701 Pine Knoll Dr in Austin (TX)"
31989,"A853964","1601 South Heatherwilde in Travis (TX)"
31990,"A853968","1800 East Stassney in Austin (TX)"
31991,"A853971","6006 Jays Lane in Austin (TX)"
31992,"A853972","445 Loyola Lane in Austin (TX)"
31993,"A853974","Highway 71 And Ross Road in Travis (TX)"
31994,"A853976","124 W Anderson Ln in Austin (TX)"
31995,"A853977","2600 Penny Lane in Austin (TX)"
31996,"A853978","2600 Penny Lane in Austin (TX)"
31997,"A853979","Austin (TX)"
31998,"A853984","Austin (TX)"
31999,"A853985","Old Bee Caves And Sunset Ridge in Austin (TX)"
32000,"A853985","8300 Old Bee Cave Rd in Travis (TX)"
32001,"A853991","8008 Marble Ridge Drive in Austin (TX)"
32002,"A853991","14011 Fm 969 in Austin (TX)"
32003,"A853992","14011 Fm 969 in Austin (TX)"
32004,"A853996","Travis (TX)"
32005,"A853998","9301 Lazy Ln in Austin (TX)"
32006,"A853999","Lakes At Northtown in Travis (TX)"
32007,"A854003","Austin (TX)"
32008,"A854004","Austin (TX)"
32009,"A854014","Outside Jurisdiction"
32010,"A854015","Outside Jurisdiction"
32011,"A854019","12712 William Harrison Street in Travis (TX)"
32012,"A854023","803 East 32Nd Street in Austin (TX)"
32013,"A854024","16600 Sydney Carol in Austin (TX)"
32014,"A854025","7104 Berkman Drive in Austin (TX)"
32015,"A854027","8309 North Interstate Highway 35 in Austin (TX)"
32016,"A854028","Maxa Drive in Manor (TX)"
32017,"A854034","Austin (TX)"
32018,"A854038","1426 West Braker Lane in Austin (TX)"
32019,"A854041","Wellington Road in Austin (TX)"
32020,"A854043","6500 King George Dr in Austin (TX)"
32021,"A854046","10520 North Lamar in Austin (TX)"
32022,"A854048","1211 East 5Th Street in Austin (TX)"
32023,"A854059","2314 Wickersham Lane in Austin (TX)"
32024,"A854060","2314 Wickersham Lane in Austin (TX)"
32025,"A854061","2314 Wickersham Lane in Austin (TX)"
32026,"A854062","Clifford Street in Austin (TX)"
32027,"A854063","Clifford Street in Austin (TX)"
32028,"A854064","701 West 28Th Street in Austin (TX)"
32029,"A854066","5805 Encinal in Austin (TX)"
32030,"A854076","900 Barton Springs Rd in Austin (TX)"
32031,"A854082","11801 Sonoma in Travis (TX)"
32032,"A854084","9000 Cameron Road in Austin (TX)"
32033,"A854089","Riverstone And Garcreek in Austin (TX)"
32034,"A854090","Howard And Heatherwild in Austin (TX)"
32035,"A854091","Tetbury Lane And Davis Oaks Trail in Austin (TX)"
32036,"A854093","Austin (TX)"
32037,"A854097","9211 Rowlands Sayle in Austin (TX)"
32038,"A854098","6101 Adair Drive in Austin (TX)"
32039,"A854098","Outside Jurisdiction"
32040,"A854098","Austin (TX)"
32041,"A854099","Austin (TX)"
32042,"A854102","Vargas Road And Porter Street in Austin (TX)"
32043,"A854104","3907 Ayala in Austin (TX)"
32044,"A854104","3602 Conyers in Austin (TX)"
32045,"A854104","Austin (TX)"
32046,"A854104","1443 Coronado Hills in Austin (TX)"
32047,"A854106","Dessau Road And Howard Lane in Travis (TX)"
32048,"A854107","4208 Nixon in Austin (TX)"
32049,"A854108","4208 Nixon in Austin (TX)"
32050,"A854108","Austin (TX)"
32051,"A854110","Tesla Road in Austin (TX)"
32052,"A854113","127 East Riverside Dr Unit 402 in Austin (TX)"
32053,"A854120","Austin (TX)"
32054,"A854121","Austin (TX)"
32055,"A854123","Austin (TX)"
32056,"A854124","Austin (TX)"
32057,"A854127","Austin (TX)"
32058,"A854128","Austin (TX)"
32059,"A854129","Austin (TX)"
32060,"A854136","Kemp Street in Austin (TX)"
32061,"A854137","4608 Bundyhill Drive in Austin (TX)"
32062,"A854139","4857 East Yager Lane in Travis (TX)"
32063,"A854140","Austin (TX)"
32064,"A854140","1632 Raider Way in Williamson (TX)"
32065,"A854142","Briarcreek in Travis (TX)"
32066,"A854147","10506 Decker Lane in Travis (TX)"
32067,"A854148","14100 Thermal Drive in Austin (TX)"
32068,"A854151","1618 West 6Th Street in Austin (TX)"
32069,"A854156","Austin (TX)"
32070,"A854162","Austin (TX)"
32071,"A854167","Brownwood Drive And Ceberry Drive in Austin (TX)"
32072,"A854184","Austin (TX)"
32073,"A854185","Austin (TX)"
32074,"A854185","1156 W Cesar Chavez in Austin (TX)"
32075,"A854186","701 Oakland Avenue in Austin (TX)"
32076,"A854192","Austin (TX)"
32077,"A854193","7330 Bluff Springs Road in Austin (TX)"
32078,"A854195","7002 Hillcroft Drive in Austin (TX)"
32079,"A854196","Austin (TX)"
32080,"A854198","Austin (TX)"
32081,"A854201","Austin (TX)"
32082,"A854202","7704 Hardy Drive in Austin (TX)"
32083,"A854204","8001 Gessner in Austin (TX)"
32084,"A854206","10621 Pioneer Farms Dr in Austin (TX)"
32085,"A854208","5410 Burgundy Dr in Austin (TX)"
32086,"A854209","Austin (TX)"
32087,"A854212","1301 West Oltorf Street in Austin (TX)"
32088,"A854213","1301 West Oltorf Street in Austin (TX)"
32089,"A854217","Austin (TX)"
32090,"A854219","1532 Mandarin Xing in Pflugerville (TX)"
32091,"A854220","Austin (TX)"
32092,"A854221","Austin (TX)"
32093,"A854221","Pearce Lane in Austin (TX)"
32094,"A854223","Austin (TX)"
32095,"A854231","4434 Frontier Trail in Austin (TX)"
32096,"A854232","7211 Northeast Dr in Austin (TX)"
32097,"A854232","Austin (TX)"
32098,"A854243","4434 Frontier Trail in Austin (TX)"
32099,"A854256","2405 Dove Springs in Austin (TX)"
32100,"A854262","Austin (TX)"
32101,"A854263","Austin (TX)"
32102,"A854264","Austin (TX)"
32103,"A854265","Austin (TX)"
32104,"A854269","Austin (TX)"
32105,"A854270","Manor (TX)"
32106,"A854271","3500 Greystone Drive in Austin (TX)"
32107,"A854272","3500 Greystone Drive in Austin (TX)"
32108,"A854273","3500 Greystone Drive in Austin (TX)"
32109,"A854274","3500 Greystone Drive in Austin (TX)"
32110,"A854276","3628 Manchaca in Austin (TX)"
32111,"A854277","4500 East William Cannon Drive in Austin (TX)"
32112,"A854280","18536 Great Falls in Austin (TX)"
32113,"A854283","4707 Colorado Crossing in Austin (TX)"
32114,"A854288","7011 West Parmer Lane in Austin (TX)"
32115,"A854289","7522 Interstate Highway 35 in Austin (TX)"
32116,"A854292","4600 Button Bend Road in Austin (TX)"
32117,"A854293","Manor (TX)"
32118,"A854295","5409 Tallow Tree in Austin (TX)"
32119,"A854296","11902 Alpheus in Austin (TX)"
32120,"A854296","Travis (TX)"
32121,"A854297","11902 Alpheus in Austin (TX)"
32122,"A854298","11902 Alpheus in Austin (TX)"
32123,"A854299","11902 Alpheus in Austin (TX)"
32124,"A854300","11902 Alpheus in Austin (TX)"
32125,"A854304","11902 Alpheus in Austin (TX)"
32126,"A854305","11902 Alpheus in Austin (TX)"
32127,"A854306","11902 Alpheus in Austin (TX)"
32128,"A854307","11902 Alpheus in Austin (TX)"
32129,"A854308","11902 Alpheus in Austin (TX)"
32130,"A854309","11902 Alpheus in Austin (TX)"
32131,"A854309","Austin (TX)"
32132,"A854310","11902 Alpheus in Austin (TX)"
32133,"A854311","11902 Alpheus in Austin (TX)"
32134,"A854313","11902 Alpheus in Austin (TX)"
32135,"A854314","Austin (TX)"
32136,"A854322","Travis (TX)"
32137,"A854323","6308 Walnut Hills in Austin (TX)"
32138,"A854332","4434 Frontier Trail in Austin (TX)"
32139,"A854336","2606 Cockburn Drive in Austin (TX)"
32140,"A854339","16200 Round Mountain Road in Travis (TX)"
32141,"A854340","4509 E St Elmo in Austin (TX)"
32142,"A854340","Austin (TX)"
32143,"A854342","Dessau Rd And E Braker Ln in Austin (TX)"
32144,"A854343","Dessau Rd And E Braker Ln in Austin (TX)"
32145,"A854345","130 And E 290 in Manor (TX)"
32146,"A854353","7201 Levander Loop Ste A in Austin (TX)"
32147,"A854358","South First And Live Oak in Austin (TX)"
32148,"A854362","Whitley Near Blackson Ave in Austin (TX)"
32149,"A854364","2201 Willow Creek Drive in Austin (TX)"
32150,"A854377","5405 Silver Fox Drive in Travis (TX)"
32151,"A854385","1156 W Cesar Chavez in Austin (TX)"
32152,"A854386","Guadalupe And 11 St in Austin (TX)"
32153,"A854388","5708 Broughham Way in Austin (TX)"
32154,"A854395","12500 Shadowglen Trce in Travis (TX)"
32155,"A854400","1212 Ben White Blvd in Austin (TX)"
32156,"A854416","412 Post Road Drive in Austin (TX)"
32157,"A854419","600 East Live Oak in Austin (TX)"
32158,"A854419","2501 S Ih 32 Nb in Austin (TX)"
32159,"A854419","1616 East Oltorf Street in Austin (TX)"
32160,"A854420","600 East Live Oak in Austin (TX)"
32161,"A854425","Wickersham in Austin (TX)"
32162,"A854425","8405 Alum Rock Drive in Austin (TX)"
32163,"A854434","9521 Sandford in Austin (TX)"
32164,"A854435","12800 Briarcreek Loop in Manor (TX)"
32165,"A854438","Austin (TX)"
32166,"A854440","Austin (TX)"
32167,"A854447","Highway 183 Norwood Lane in Austin (TX)"
32168,"A854450","W Us 290 in Austin (TX)"
32169,"A854451","1125 Map in Austin (TX)"
32170,"A854452","Manor (TX)"
32171,"A854457","1700 Teri Road in Austin (TX)"
32172,"A854461","2001 W Howard Lane in Austin (TX)"
32173,"A854465","Travis (TX)"
32174,"A854466","Northcrest Boulevard And Odell Street in Austin (TX)"
32175,"A854471","Anderson Mill And 620 in Austin (TX)"
32176,"A854472","13201 Lamplight Village Blvd in Austin (TX)"
32177,"A854473","13201 Lamplight Village Blvd in Austin (TX)"
32178,"A854474","13201 Lamplight Village Blvd in Austin (TX)"
32179,"A854475","Ring Dr And Casting Dr in Travis (TX)"
32180,"A854475","Outside Jurisdiction"
32181,"A854475","12601 E Us Hwy 290 in Manor (TX)"
32182,"A854475","Travis (TX)"
32183,"A854480","5808 Sweeney Cir in Austin (TX)"
32184,"A854482","Austin (TX)"
32185,"A854483","Austin (TX)"
32186,"A854484","Austin (TX)"
32187,"A854485","Austin (TX)"
32188,"A854486","East Riverside And Anise Drive in Austin (TX)"
32189,"A854487","Austin (TX)"
32190,"A854488","Austin (TX)"
32191,"A854488","Austin (TX)"
32192,"A854489","5808 Sweeney Cir in Austin (TX)"
32193,"A854490","Wooten Park And Mullen Drive in Austin (TX)"
32194,"A854491","6903 Deaton Hill Dr in Austin (TX)"
32195,"A854492","Wooten Park And Mullen Drive in Austin (TX)"
32196,"A854497","5808 Sweeney Cir in Austin (TX)"
32197,"A854498","5808 Sweeney Cir in Austin (TX)"
32198,"A854499","5808 Sweeney Cir in Austin (TX)"
32199,"A854500","5808 Sweeney Cir in Austin (TX)"
32200,"A854501","5905 Coolbrook in Austin (TX)"
32201,"A854503","8132 Almondsbury in Austin (TX)"
32202,"A854503","1156 W Cesar Chavez in Austin (TX)"
32203,"A854522","124 West Anderson Lane in Austin (TX)"
32204,"A854523","124 West Anderson Lane in Austin (TX)"
32205,"A854527","124 West Anderson Lane in Austin (TX)"
32206,"A854528","124 West Anderson Lane in Austin (TX)"
32207,"A854530","124 West Anderson Lane in Austin (TX)"
32208,"A854532","124 West Anderson Lane in Austin (TX)"
32209,"A854533","124 West Anderson Lane in Austin (TX)"
32210,"A854534","124 West Anderson Lane in Austin (TX)"
32211,"A854536","Austin (TX)"
32212,"A854537","2205 De Verne in Austin (TX)"
32213,"A854541","Manor And Airport in Austin (TX)"
32214,"A854542","Airport And Manor in Austin (TX)"
32215,"A854546","Waterford Run Way & Stoneridge Gap Lane in Travis (TX)"
32216,"A854547","10611 Platt in Austin (TX)"
32217,"A854548","10611 Platt in Austin (TX)"
32218,"A854549","2801 Wells Branch Parkway in Travis (TX)"
32219,"A854549","9701  Spectrum Dr in Austin (TX)"
32220,"A854550","Austin (TX)"
32221,"A854551","2301 E St Elmo St 235 in Austin (TX)"
32222,"A854552","641 Tillery Street in Austin (TX)"
32223,"A854552","641 Tillery Street in Austin (TX)"
32224,"A854554","Austin (TX)"
32225,"A854555","Austin (TX)"
32226,"A854557","26Th And Leon in Austin (TX)"
32227,"A854558","4902 Majestic in Austin (TX)"
32228,"A854559","Austin (TX)"
32229,"A854559","Austin (TX)"
32230,"A854560","Austin (TX)"
32231,"A854564","11715 Rotherham in Austin (TX)"
32232,"A854564","Austin (TX)"
32233,"A854565","11715 Rotherham in Austin (TX)"
32234,"A854565","Austin (TX)"
32235,"A854566","11715 Rotherham in Austin (TX)"
32236,"A854569","3300 Parker Lane in Austin (TX)"
32237,"A854571","10001 Queens Ct in Travis (TX)"
32238,"A854579","4434 Frontier Trail in Austin (TX)"
32239,"A854580","1500 Alameda Dr in Austin (TX)"
32240,"A854592","Woodland And Ih 35 in Austin (TX)"
32241,"A854597","8000 Decker Lane in Austin (TX)"
32242,"A854598","2711 Maria Anna Road in Austin (TX)"
32243,"A854599","9805 Halifax Drive in Austin (TX)"
32244,"A854600","9805 Halifax Drive in Austin (TX)"
32245,"A854601","2108 Tillery St in Austin (TX)"
32246,"A854605","1516 Reagan Hill Drive in Austin (TX)"
32247,"A854606","Hillcrest And Glenwood in Austin (TX)"
32248,"A854609","12805 Grandifloras Cove in Travis (TX)"
32249,"A854611","2500 Matthews Drive in Austin (TX)"
32250,"A854614","Slaughter Lane And Old Lockart in Austin (TX)"
32251,"A854620","Austin (TX)"
32252,"A854622","Austin (TX)"
32253,"A854624","Austin (TX)"
32254,"A854627","Austin (TX)"
32255,"A854635","8913 Stambourne Street in Austin (TX)"
32256,"A854638","Stassney Lane in Austin (TX)"
32257,"A854642","Austin (TX)"
32258,"A854643","Austin (TX)"
32259,"A854644","Austin (TX)"
32260,"A854645","Austin (TX)"
32261,"A854649","5605 Springdale Rd in Austin (TX)"
32262,"A854650","2602 E 18Th Street in Austin (TX)"
32263,"A854664","4207 James Casey Street in Austin (TX)"
32264,"A854665","Bundyhill Drive And Walden Circle in Austin (TX)"
32265,"A854665","Bundy Hill in Austin (TX)"
32266,"A854672","11410 Tickford Dr in Travis (TX)"
32267,"A854699","Us Hwy 183 At Mopac Underpass in Austin (TX)"
32268,"A854703","Us Hwy 183 At Mopac Underpass in Austin (TX)"
32269,"A854704","12711 Harrisglenn Dr in Austin (TX)"
32270,"A854705","Us Hwy 183 At Mopac Underpass in Austin (TX)"
32271,"A854708","Us Hwy 183 At Mopac Underpass in Austin (TX)"
32272,"A854710","Us Hwy 183 At Mopac Underpass in Austin (TX)"
32273,"A854718","Travis (TX)"
32274,"A854719","3302 Caleb Drive in Austin (TX)"
32275,"A854720","East Brenham Street And South Lexington Street in Manor (TX)"
32276,"A854721","East Brenham Street And South Lexington Street in Manor (TX)"
32277,"A854722","Austin (TX)"
32278,"A854722","Austin (TX)"
32279,"A854723","4509 St Elmo in Austin (TX)"
32280,"A854732","Austin (TX)"
32281,"A854737","Austin (TX)"
32282,"A854742","1070 Mearns Meadow Blvd in Austin (TX)"
32283,"A854743","E Hwy 71 And 183 in Austin (TX)"
32284,"A854758","Austin (TX)"
32285,"A854763","2409 Town Lake Circle in Austin (TX)"
32286,"A854764","2409 Town Lake Circle in Austin (TX)"
32287,"A854765","Postvine And English Glade Drive in Austin (TX)"
32288,"A854766","Austin (TX)"
32289,"A854767","Ih 35 And Airport in Austin (TX)"
32290,"A854768","South Lamar And Barton Springs in Austin (TX)"
32291,"A854769","Travis (TX)"
32292,"A854773","7425 Derby Down in Austin (TX)"
32293,"A854774","Travis (TX)"
